!def(HAVE_GETLINE),
!def(DISABLE_DEBUG),
!def(mpq_swap),
!def(mpf_swap),
!def(mpq_out_str),
!def(mpz_swap),
def(MPS_CATCH_FPE),
True,
!def(mpf_pow_ui),
!def(mpz_tstbit),
